,tokens,tone
597,살이 쪘었는데 스스로 자존감 떨어졌었거든요 그때 같은 남자 애가 그러더라고요 거울 보면 자괴 드냐구 무상처 됐어서,-1.0
598,서울시 공무원 근속 아들 로서 한다 아버지 호우 주의보 뜨면 퇴근 하시고 비상 대기였음,NaN
599,다시 돌아온 오늘 새로운 이벤트 유니콘 방식 보고 참여 해보세요 새롭게 재탄생 유니콘 선택 유니콘 한번 선보인 없는 다양한 이벤트 언텔 빛전 능력 평가 스킬 마스터 각종 이벤트,1.0
600,지인 참석 인원 모집 시간 장소 누군가 낭농 추후 고지 서버 류트 최소 개최 인원 최대 개최 인원 참석 질문 필수 작성 디엠 신청 받을게요,1.0
601,골프장 씨발 없애고 다시 나무 심어라 제발 잘데기 없는거 때문 산사태 일어나는데 새로 밀고 만들고 지랄 머릴 밀어 버릴라,NaN
602,배달 가해 여성 고객 피해 문제 일어날 수도 있는 일이 아니라 실제 빈번 하게 일어나는 일이 고용 구조 비인간 하기 젠더 폭력 억압 논의 되어야 배달 부가 정규직 안정 고용 된다고 해서,-0.5
603,귀여운 모노 이벤트 합니다 포화상태 의상 인형 진행 하겠습니다 배송비 별도 괜찮으신 분만 참여 부탁 합니다 국내 무속 인덕 장터,1.0
604,트리 참여 아티스트 빅톤 추가 되었어요 참여 빅톤숲 만들어 보세요 참여 링크 빅톤 트리,NaN
605,보검 데뷔 주년 축하 해요 좋은 기억 추억 덕분 전하 싶은 이야기 나누 고픈 이야기 마음 바라는 대로 마음껏 그려 봐요 할게요,1.0
606,교통 미시령 옛길 통제 오전 미시령 옛길 호우 낙석 발생 차량 운행 전면 통제 됐습니다 현재 복구 작업 진행 중이 복구 끝나는대로 통행 재개 예정 입니다,NaN
607,한국 세계 최대 규모 리튬 광산 발견 자원 빈국 알았는데 천연 자원 반전 중국 배터리 사용 전기차 미국 판매 금지 출처,NaN
608,이벵 타팬 참여 가능 느리게 할게요,NaN
609,개념 탈출,NaN
610,수안 리무진 서비스 값진 경험 이었구 불러주셔서 감사 드립니다 편하게 노래 뽐낼 있게 진행 주신 최고 무진 선배 건반 쳐주신 대훈 예쁘게 담아주신 카메라 감독 작가,1.0
611,구례 잠겼는데 일반인 평소 낚시 나갈 타는 미니 보트 동네 노인 했다고 정작 본인 공장 침수 되고 떠내려갔데 이제 요령 생겨서 다시 구조 해야되 할수 있으실거 같다면,NaN
612,안녕하세요 더쇼 결방 따라 모금 일찍 종료 하려고 합니다 입금 관련 자세한 내일 올려 드릴 예정 환불 원하신 내일 환불 해드릴 예정 입니다 많은 참여 감사 드리며 다른,1.0
613,해시태그 공모 오늘 저녁 받겠습니다 지금 대한민국 실시간 트렌드 해시태그 모두 내려간 상황 입니다 차로 해시태그 진행 할지 할지 투표 진행 예정 입니다 많은 비분,NaN
614,다행 햇빛 없어서 덥당,-1.0
615,포토 뉴진스 민지 호우시절 두시 탈출 컬투쇼 출근길 민지 뉴진스 컬투쇼 출근 퇴근 프리뷰,NaN
616,감사합니다 덕분 다운 받고 가입 했어요,NaN
617,포토 뉴진스 민지 출근길 도도하게 두시 탈출 컬투쇼 출근길 민지 뉴진스 컬투쇼 출근 퇴근 프리뷰,NaN
618,리디 영아 작가 백작 정부 시대 노예 선출 기념 이벤트 정남 대물 절륜녀 노예 되지 않으련 얌전히 수락 하면 목숨 살려주지,-0.3333333333333333
619,피터 엘리 지내는 같아서 즐겁네요 많은 엘리 장난 기있는 피터 뭔가 맞는 해석 같구요 친하게 지내는 같아 다행 이건,1.0
620,하늘 구멍 뚫렸나 먹는데 쓰나미,NaN
621,해피 재윤 로드 인증 이벤트 당첨 발표 어려운 시국 날씨 인증 해주신 감사 드립니다 첨자 저희 드리겠습니다,0.3333333333333333
622,장원영 뮤직뱅크 생방송 참여 안내 참여 기간 자세한 내용 공식 팬카페 확인 주세요,NaN
623,원합니다 어머니 생신 특별한 선물 해드리고 싶어서 한번 신청 해봅니다 있는 해드리고 싶었는데 부족하더라구요 생신 선물 사는데에 조금 보태,1.0
624,불쌍한 척도 매혹 외모 인품 배경 포함 하비 덕분 알려 는데 매혹 섹스 어필 아닌겋 알려지면 젛겟음 그런 의도 매혹 쓰는게 아닌데 아는 사람 성적 상황 몰아가는거,-1.0
625,마침 작은 우산도 있고 다른 트친 자비 지금 가랑비 다행,1.0
626,포항 지진나서 수능 미뤄졌을 지방 했더라,NaN
627,넘나 감사,1.0
628,무더위 물러난 선선 가을 국내 최대 문화유산 축제 가을 문화 축전 들어갈 자원 활동가 모집 합니다 도화서 화원 의상 착용 곳곳 누비 시민 귀가 되어줄,NaN
629,연기 다행,NaN
630,다르고 다른 차라리 중부지방 대조 폭염 가뭄 남부 지방 상황 설명 가뭄 갈이 되었으면 좋겠다고 밝히거나 남부 지방도 폭우 대비 하시길 바란다는 그런 어조 보도 하는게 언론 윤리,NaN
631,늦은 연하 연상 특별 화보 나온 기념 하는 엽서 나눔 이벤트 구성 엽서 랜덤 포카 참여 방법 해당 게시 인용 리튓 하신 트친 무작위 추첨 기간,1.0
632,우리 지민 이의 따수운 날씨 화창하고 맑게 만들었네 다정한 지민 덕분 오늘 예쁜 하늘 구경 지민 보고싶다,1.0
633,으음 타고 능이 오리 백숙 갈기 사진사 모셔요 차량 있으시면 유비 식사 지원 화산 귀환 이상 보신 매우 환영,NaN
634,이벤트 추첨 반짝 투명 돌고래 핸드폰 부분 키링 사용 가능한 제품 안쪽 자그맣게 박혀있는 파츠 덕분 받았을 예쁠 같아요 마감 가격,1.0
635,마고 로비 왔는데 계속 하진 않겠지 요미우리 와줘서 정말 다행,NaN
636,여자아이 아이 민니 인형 깜뭉늬 수요 조사 제작 확정 추첨 깜뭉늬 보내 드립니다 구매 하실 참여 부탁드립니다 수요 조사,NaN
637,덕분 좋은 시도 읽고 필사 하면서 개인 좋았던 시간 이었어요 미션 성공해서 선물 받았네요 감사해요,1.0
638,극우 유투 버들 신고 하자고 시간 내어 주도하시는 애쓰시는 노고 눈물나게 감사 드립니다 신고 리스트 올려진거 들어가 잠깐 신고 하는것도 아픕니다,1.0
639,다행 감사합니다아,NaN
640,팔로워 이벤트 해주신 추첨 통해 랜덤 꾸를 드려요 많은 참여 부탁드립니다,1.0
641,하루 나비 생일 추첨 하루 나비 컨셉 매듭 팔찌 드려요 생일 하루 전인 하시면 참여 완료 반택 등기 보내 드립니다,NaN
642,한국 미에 기분 좋아서 날뛰는 요가 하는 잡지 나눔 리트윗 국내 거주 둥이 참여 가능 옾깐빌킨 떼이도 있는 혜자 잡지 별거 아니지만,1.0
643,지난 자정 웹툰 화산 귀환 작가 모션 공개 시간 잘못 기재 되어 정정 하였습니다 혼란 드리게 사과 드립니다 웹툰 화산 귀환 보여주신 기대 감사 드리며 모션 음원,0.3333333333333333
644,닉네임 바꾸면 섹시하다 풍뎅이 아니라 섹풍수뎅 다행,1.0
645,소소하게 경사 생겨서 사유 할인 받는 장르 콜라보 소식 오랜 알티 이벤트 돌려 봅니다 추첨 원하는 타입 그려 드릴게요 추첨 합니다 항상,1.0
646,아부지 나도 덕후 다행 불행 관심사 일치 하는 드물다 아부지 테키 아웃도어 하며 골프 클래식 취향 고상하 서브컬쳐 예술 덕후 기질 있다 우주 해양,-1.0
647,아쿠아 계급 종족 와디 돌고래 무기 석궁 이빨 목소리 같은 해양 느긋하긴 해도 할건 한다 좌우명 재미있는 빼고 최대한 미루자 전투 좋아하니 다행 생각 하자 해양 런가,1.0
648,이벤트 팔로잉 이벤트 크보 등팀 보이시나요 내뱉은 지키는 도리 게시 그리고 도리 팔로잉 해주시 참여 엘지 트윈스 참여 가능합니다,1.0
649,인용 꼬인 사람 왤케 많지 캐스터 남부 지방 가뭄 다행 입니다 했으면 문제 없었을 앞뒤 잘라먹고 해서 마치 안좋은 일이 남부 가니 다행 입니다 느껴지니까 화난다는 얘기 잖아,NaN
650,오늘 프리허그 시즌 방송 댓글 이벤트 하려고 합니다 프블리 가족 많은 참여 바랍니다 밍스트 복귀 축하 합니다 보고싶었어 최강창민,1.0
651,배송 받았 숨니다 카와이 예뻐요 이번 여름 그냥 꼬질꼬질 쩡카 블링블링 해피 퍼피 셔츠 보내겠습니다 다시 한번 이벤트 감사 드려요,1.0
652,안녕하세요 정말 정말 최선 했습니다 묘사 해서는 역량 같은데 스스로 맞는지 번은 더보 내보낸 같습니다 죽여줬다니 다행 다음 질문 상자,NaN
653,우리 덕분 한국 날씨 완전 좋아졌 정모 태영 크래 비티,NaN
654,판매 공동 구매 수익금 발생 에스 윈터 이름 기부 포트 모금 참여 예정 입니다,NaN
655,이런 짓거리 몰두하고 있으니 재난대응 빵점 법무부 검찰 통한 경찰 통제 복원 추진 다음 뉴스,NaN
656,잠시 도피 마음 바다로 개봉 호우 순훈,NaN
657,혹시 치이 입욕 해배 포함 개당 공구 참여 하실 계실까 입욕 넣으면 미니 규어 랜덤 나오는 입니다 예정 배송 길게 잡아,NaN
658,우리 지민 새벽 인사 핫트렌딩송 인별 소식 우리 지민 덕분 진짜 이징 하루 보내고있어 누구 신중하 올린 인별 사진 설레였던 같아 우리 지민 솔얠,NaN
659,개념 탈출,NaN
660,이런거 보면 소름 돋음 보수 사람 이랬어 카페 좌표 찍혔고 전국 단체 들고 일어났고 난리 났을거다 무려 청와대 의전 비서 임명 심지어 단순 말실수 여혐 테러 하는 탁현,-1.0
661,음악중심 둥이 덕분 행복해진 클리 클리 덕분 행복해진 라씨 라씨,NaN
662,뉴진스 하니 해린 인형 핼샴 수요 조사 하신 제작 확정 핼샴 보내 드립니다 아래 링크 내용 읽어 보시 참여 부탁드립니다 기간,NaN
663,양쪽 달아요 어깨 메는 가방 뚜껑 덮이는 구조 모서리 마감 초보자 하기엔 어려운 주셨어요 자꾸 떠요 저기 바느질 이쁘게 하긴 글른거같아,-1.0
664,주변 문제 인수 인계 아예 받고 놀았다는 빼도 박도 증거 인수 해준다고 부르고 준비 했는데 온갖 핑계 가지 않더니 심지어 준비 자료 대통령 업무 시작 됐음에도 하나 보지 않고 나라 자원 돌려,NaN
665,최애 원우 다행 천만 생각 중임 밍프였으 질투 돌아서 벤쿠버 티켓 결제,-1.0
666,와이 마스크 쓰는 사람 내는 와중 누누 안타 감사,1.0
667,어제 악천후 많은 배웅 나와주셨습니다 현장 불편한 있었을텐데 안내 따라 멋진 매너 보여주셨구요 직접 시진 했지만 라이브 보내주신 마음 모든 감사 드립니다 피곤,0.3333333333333333
668,길자 덕분 기분 좋아지네요 하겠습니다,NaN
669,아니 엄청난 발표 했네 드라이브스루 제휴 하기로 했다고 지원 기능 이제 지원 추가 해서 있는,NaN
670,감사 드립니다,1.0
671,아이 많은데 사실 자기 책임 지면 구조 안하는게 맞아요 국밥 구조 이사 아이 케어 할려고 많은 노력 했어요 세상 불쌍한 아이 많고 노력 할거면 구조 안하는게 맞아요 기분 나쁘다고 자기 기분 따라 행동 하는건 졸업 해야죠,-1.0
672,잠시 고민 했는데 긍정 싶어서 덕분 해졌다 한소리 들었단다 부탁,1.0
673,국밥 입양 홍보 도와주시고 알티 해주신 정말 감사합니다 저번 했지만 무책임하게 구조해 보호 한다고 후원 받으면 다른 후원 필요한 피해 입을까봐 걱정 했어요 그런데 이번 입양 홍보 해주,-1.0
674,관심 가져주세요 봉사 제주 이벤트 신흥 강의,1.0
675,메이플 레벨 노가다 덜하대 다행 우욱,NaN
676,정경 교수 상태 디스크 파열 인한 하지 마비 요추 파열 디스크 협착 추간판 탈출 수막 동반 하는 다발 뇌경색 인한 잦은 졸도 그로 인한 낙상 사고 골절 정말,-1.0
677,컴퍼니 통해 받은 공개 사진 공유 드립니다 발랄하게 인증 남겨주신 배우 모두 감사 드립니다 라흐 헤스트 많은 관심 부탁드려요 재업 널리 퍼뜨 리기 모두 환영 입니다 좋은 용도,1.0
678,메이사 노래 전주 밤공 커튼 제이 어스 이승준 승준 오늘 공연 화이팅 하세용 어제 승준 덕분 말로 표현 하지 만큼 진짜 행복했어,NaN
679,기대할게 배워나가요 탈출 도와주세요,NaN
680,엔시 해찬 프리쿠라 수요 조사 판매 확정 추첨 프리쿠라 드립니다 많은 참여 부탁드려요,NaN
681,아니 알림 무음 자고 왔더니 알티 되었네요 공감 해주셔서 다행 입니다 이런 일이 벌어지지 않으면 좋겠는데 냅시다 알티 되다 보니 정치계 멘션 팔로 있어서,NaN
682,아파트 상가 돌보는 합니다 누군가 잃어버린게 아니라는 다행 생각 해요 많은 관심 제보 감사합니다,NaN
683,단독 대통령 창업 게이츠 만난다 출처 한국 경제 네이버 뉴스 용산 대통령실 저개발국 백신 지원 문제 논의 게이츠,NaN
684,알티 신분 엔시 드림 개봉 앨범 드려용 공식 포카 몇개 넣어 드립니다 배송비 부담 하실수 있으신 분만 참여 부탁드려요 트친소 트친소 해시태그 빌리겠습니다,-1.0
685,다누키 미노 카미 오오쿠 리카 이상 무려 레어 굉장하신 웃음 타도 님들 모가지 목록 였습니다 감사 합니다,1.0
686,키노 발매 기념 안내 참여 기간 유니버스 여러분 많은 참여 바랍니다,NaN
687,계략 시리즈 기념 이벤트 시작 합니다 방법 팔로우 당첨 투썸 카페라테 발표 많은 참여 부탁드립니다 이벤트 참여 개인정보 수집 활용 동의,1.0
688,호우 순훈 영뾰,NaN
689,팔로 이벤트 문호 작가 싸울 아비 스토리 연재 오픈 되었습니다 잃어버린 명패 찾기 위해 전설 무인 기억 전승 한다 참여 방법 트윗 팔로 이벤트,1.0
690,최애 하트 드림 어워즈 인기상 투표 진행 됩니다 트윗 인용 트윗 참고 하여 일리 하트 에버 하트 모아주세요 최선 다해 참여 부탁드립니다 추천 아이디 방탄,NaN
691,시민사회 수석 대통령 계신 상황 오면 퇴근 하나 문재인 대통령 한반도 폭우 사태 당시 휴가 반납 호우 피해 마무리 청와대 아닌 정부 종합 청사 근무 했다,-1.0
692,그려 어케 들어간다면 다행,NaN
693,회사 구조 조정 방침 들었을 증인 어떤 생각 했습니까 남편 일자리 뺏겠다고 아내 직원 협박 여성 직원 사직 유도 한다고 생각 했습니까,-1.0
694,엄마 발언 장녀 아빠 닮은 얘기 하는데 아빠 닮은게 되면 어떻게 사나 하나로 족하 남자 태어나서 다행 그랫으 한남 소리 듣고 라이 당하면서 살앗을듯,NaN
695,서울시 공무원 근속 아들 로서 한다 아버지 호우 주의보 뜨면 퇴근 하시고 비상 대기였음,NaN
696,더보이즈 프리쿠라 수요 조사 제작 확정 추첨 더보이즈 프리쿠라 보내 드립니다 구매 의사 있으신 분만 작성 부탁드릴게요,NaN
697,조건 남자 대기업 취업 되고 여성 그렇지 않다 취업 단계 고용 단계 여성 대한 구조 성차별 이루어지고있다는 의미 다른 이유 아니라 기업 여자 남자 선호 하기 때문 남자에게,NaN
698,나와서 다행,NaN
699,심플 셔츠 포켓 원피스 심플 느낌 강한 깔끔한 원피스 무늬 색도 무난 한가지 포인트 주기 오히려 편할것 같아요 수요 조사 참여,1.0
700,서울 여기저기 산사태 경보 나고 실종 계시 난리 났는데 오늘 칼퇴 하겠지 나옴,NaN
701,가뭄 산불 이어 폭염 폭우 잦아진 기상이변 다음 뉴스,NaN
702,매일 진행 되는 쉬운 참여 방법 골든 클럽 트위터 팔로우 게시,NaN
703,아는 하면서 음성 지원,NaN
704,소리 맞는데 억수 내린건 자연재해 님들 덕분 멀쩡한 청와대 버려서 무정부상태 되고 상황 없어서 제대로 대처 하나 사람 죽고 개판 된건 순전히 느그,0.0
705,아이코 다행 입장,NaN
706,옴뫄 감사 들레,1.0
707,쓸데는 많아지고 인플레 잡아야 되고 시민단체 원금 절단 필요하구 만여,NaN
708,평가 동의 합니다 화법 복원 진행중 요청 수락 확인 감사합니다 대화 목적 타인 교류 하여 습득 정보 수집 정보 전달 발생 시키는 대화 유형 불확실 대화,NaN
709,문재인 대통령 이낙연 총리 자연 재해 없었겠어 불가항력 자연 재해 발생 하면 긴급하게 관련 회의 주재 하시고 관련 부처 신속한 대응 주문 하시고 현장 상황 방해 안될,NaN
710,팔로우 지진 출장 안마,NaN
711,최영일 시사 본부 이재오 국정 운영 점수 출감 대통령실 다음 뉴스 침수 보고 갔다 호우 주의보 내리면 퇴근 말았어야,NaN
712,컴퓨터 초보 모임 트위터 여러분 하여 이벤트 진행 합니다 대상 팔로우 기존 팔로워 참여 가능 경품 맥도날드 불고기 버거 세트 발표 많은 참여 부탁드립니다,1.0
713,잠잘 오는 방법 찾고있는 당신 지원 해드립니다 정품졸 뎀판 이트 카톡 텔레 정품졸 뎀판,NaN
714,가라오케 방송 봤다는 소식 듣고 그대로 굳어 버린 아이크 가라오케 방송 진짜 대박 이었단 말임 진짜 였어 있는지 봐서 다행,NaN
715,여기 오게 전부 여러분 덕분 같아요 사랑 고마워요,1.0
716,호시 우지 호우 순훈,NaN
717,월간 지방 정치 폭우 싱크홀 이재명 법카 모씨 출처,NaN
718,개월 살펴주실 있으실까 사상충 치료 비용 별도 지원 해주신다고 합니다 오늘 임보 처가 나타나야 합니다,NaN
719,다행 아프시면 소리 지르세요 달려감,NaN
720,코로나 패닉 빠질 싶으니 입학 시선 돌리더니 불행 다행 인지 물난리 덧칠 해대 구나 코로나 떠내려 가기 하니 와중 무슨 작질을 하고 있는지 모른다는 문제 사고,-1.0
721,외출 화장 시간 하고 무슨 한정판 나온다고 하면 매장 전화해서 예약 걸고 무슨 재고 지점 있다고 하면 그거 사러 찾아가던 시절 있었어 지금 세수 하면 다행,NaN
722,지내셨다니 다행 조금 그랬나 봐요,NaN
723,에스 스님 공개 배경화면 이벤트 참여 주셔서 진심 감사 드려요 여러분 관심 사랑 입어 다양한 이벤트 준비 입니다 바탕화면 인증 주시 바이,1.0
724,감사 합니다,1.0
725,뉴스 보는데 우리나라 호우 때문 고생 있지만 유럽 극심한 가뭄 때문 고통 받고 있대 저기 남부 지방 한국 아닌가요,-1.0
726,우리 콘서트 마지막 우리 자랑스러운 리더 은광 소감 있어 정말 다행 사랑 해라는 말로 부족하니 할께 사랑 사랑 사랑 사랑 사랑 은광,1.0
727,아이쿠 웃어서 미안해요 뿌뿌 지금 차비 덕분 웃음 멈추지 않는 상태 그런 가봐요 귓가 자꾸 차비 아아 소리 지르시는 음성 지원 돼서,NaN
728,끼발 우영 없었던 이유 신생 채널 신인 작가 장애인 주인공 설정 때문 가히는 제작 의도 캐릭터 소개 자료 읽고 유일한 제작 지원 사가 된거 숨쉬듯,-1.0
729,밸브 구성원 모두 자신 아이덴티티 생각 하는 수평 운영 구조 바로 원인 이었습니다,NaN
730,가본 없는 덕분 되니까,NaN
731,차민팅 완판 기념 이벤트 누적 천만원 상당 상품권 걸린 대박 이벤트 금일 시작 진행 되오니 많은 참여 바랍니다,1.0
732,충청권 경북 북부 호우 특보 발효 가운데 충청권 시간 이상 경기 남부 시간 내외 경북 강원도 시간 미만 내리고 해상 발달 비구름 유입 되면서 돌풍 천둥 번개,NaN
733,아쉽게도 가지는 한답니다 내년 부모님 전액 지원 해주신다고 해서 내년 노리는 입니다 키즈 보러가시길,NaN
734,컵홀더 일러스트 공개 합니다 협력 주신 헤문 진심 감사 드립니다,1.0
735,나락도락 이번 펜타 나락 깃발 만든 페스티벌 라이프 입니다 일요일 자우림 무대 마지막 윤아 저희 깃발 보며 구호 외쳐주셨어요 락페 인생 최고 영광 이었습니다,1.0
736,지반 약해져서 싱크홀 걱정 해야 겠네 잠실 버틸수 있겠냐 윤석렬 퇴진 김건희 특검,-1.0
737,이건 단순히 사안 아님 재난 쉽게 구조 용이하려고 띄는 형광 명도 높은 하는건데 칙칙한 그냥 시멘트 보호색 묻히라는 특수 의류 소재 뒷돈 받음,0.0
738,복지 배치 된게 다행,NaN
739,지민 안부 지민 패턴 있는듯 날씨 과격할 잊지 않고 오기 나갈 들어올 소식 알리기 자신 좋은 일이 있을 나를 칭찬 하는 감사 사하기 신기함 우리 칭찬 하러,1.0
740,우리 강아지 애기 자꾸 내밀어서 충치 구강 구조 문제 있으면 밀고 있는대서 덜덜 떨면서 병원 갔는데 그냥 길대 길어서 가끔 아니고 자주 넣는거래 애기 꾸준히,1.0
741,풍수 보험 있다는 태풍 홍수 호우 강풍 대설 지진 해일 풍랑 인해 피해 발생 하면 보상 해주는 정책 보험 정부 지자체 이상 보험료 지원 해준다고,-1.0
742,레드 벨벳 대우 개선 해시태그 공모 구글 링크 첨부 합니다 많은 비분 참여 부탁드리며 이번 해시태그 목적 소속사 나은 대우 바라는 것임 알립니다,1.0
743,서울 페스 개막 공연 참여자 명단 본인 확인 안내 마감 시간 장소 호선 종합 운동장역 출구 공터 서울 페스 개막 공연 참여 하시는,NaN
744,강민 샌드위치 도시락 보내주셨습니다 덕분 맛있게 먹고 나네요 박스 무게 만큼 무거웠던 마음 감사합니다 항상 감사합니다 강민아 먹을게 김강민,1.0
745,오늘 발매 주년 기념 실총 예정 입니다 많은 참여 부탁드립니다,NaN
746,괜찮으시다니 정말 다행 그만 야할텐데 조심하셔야,NaN
747,역사 만드는게 아니라 복원 하는것,NaN
748,자기 덕분 눈물난다 자기 아니였음 여기 올수 있었을가 자기야 우리 머나먼 멘에서 만나 사랑,1.0
749,오늘 죽였다 이제 점점 재미 있어진다 처음 매우 당황 스러웠지만 이제 자연스럽다 이번 귀여운 사람 하나 죽였다 사람 나와 취미 같았다 아니 취미 존경 하는,1.0
750,손글씨 지원 되는,NaN
751,예상 되던 비구름 형성 되지 않거나 위치 이탈 해서 대량 담수 유입 멈추면 다행 시나리오 모두 일어나지 않게 입니다 하지만 까딱 잘못 해서 비구름 계속 있었으면 내일 정말 무슨,-1.0
752,모두 익명 질문 모집 최근 답변 질문 덕질 처음 그러는 썸머 이번 제주 완전 다행 제주시 슬로건 제작 하시나용 질문 상자,NaN
753,보은군 외적 자봉 사회 취약 계층 가정 반찬 나눔 봉사 브레이크뉴스,NaN
754,호기심 쿠션 그란 매력 고양이 쿠션 깜냥 경우 두운 배치 두면 발견 하지 같아요 수요 조사 참여,NaN
755,용인시 이상일 용인 특례시 수해 현장 인명 구조 주민 모범 시민 표창 주기 보도 뉴스,NaN
756,어맛 마감 합니다 많은 관심 감사 드립니다 정식 개장 뵙겠습니다,1.0
757,맥시 마이 까말까 고민 했는데 계기 주는군 감사 감사,1.0
758,사상 최대 폭우 산사태 홍수 사건 사망자 열도 결코 적지 않은 같은데 지역별 강수량 붕괴 위험 도를 돌아가며 전달 하는 일본 방송 다급한 재해 정보 뉴스 설렁 설렁 보영 침수 중고차 피하,NaN
759,입고 안내 이벤트 일요일 오후 작가 제품 종이 입고 됩니다 많은 성원 감사 드리며 해당 게시 주신 사진,1.0
760,다행 이런게 아니라서,NaN
761,차별 공론 에스엠 레드 벨벳 콘서트 돌려 소리 자기 지원 해주고 흔한 자컨 만들어주고 돌은 해주는 프로모션 계속 띄워 줬으면 성과 내지 자기,NaN
762,엉덩이 젤안 아픈 부위 다행 압바,-1.0
763,사실 테스트 취소 였다면 굳이 결제 만든 자체 이상했다 의혹 퍼진 비상 선언 박스오피스 했는데 위로 밀려난 한산 매출 오히려 적었다 당시 특별 매출,-1.0
764,평등 교육 시간 공평한 가사 임금 차이 이런 얘기 했는데 구조 성차별 이런건 배우겠지,NaN
765,아니 주말 백화점 극장 빵집 경호 의전 우려 잘만 다니던 대통령 호우 사태 주민 불편 우려 해서 헬기 띄우고 하는 사람 불편할까봐 나오지 않았다니 대통령 경호 받고,-1.0
766,안녕하세요 돌입 주년 이벤트 시작 됩니다 오랜 시간 지켜주시고 사랑 해주신 모든 감사 마음 합니다 창조 멋진 의상 인형 여러분 보답 하겠습니다 감사합니다 리트윗,1.0
767,합니다,NaN
768,믹스 펜석 생각 다행,NaN
769,다행,NaN
770,별거 아니였지만 도움 되셨다니 다행,1.0
771,트위터 이자 트좍들 하면 이상한게 아니구나 싶고 이런 생각 하는게 아니여서 다행 싶은데 시간 그리고 점점 실친 만날 필요성 느껴지고 적당히 해야지,NaN
772,다친 사람 없어 다행 이었어요,NaN
773,지인 사랑스러운 시도 보중 홍보 한번 해주시 감사,1.0
774,이벤트 도운 문득 레코드 커버 다가오는 우리 냉이 생일 기념 하여 문득 해주신 보내 드립니다 인쇄 장식 노래 나오지,1.0
775,가흐 아이 아해 같은 아니라서 다행 당겨진 상태 심통 부린다 조심 다녀와라 잡고 있는 억지로 떼어내고 했다,-1.0
776,처음 겪는 가뭄 솔직히 트친 들이 트윗 달라 하시는거 벅찼어요,NaN
777,진짜 이제 한숨 돌립니다 오늘 참여 했어여 출장 갔다가 이제 들어옴 다시 야근 고고,-1.0
778,차량 침수 위험 행동 하세요 타이어 높이 이상 잠기기 차량 옮기기 고립 급류 밀려오는 반대쪽 탈출 열리면 단단한 물체,NaN
779,멈춰있는 보고 웃은 같다 별거 아니라는 가벼운 말투 걱정 하는 그럴 정도 아냐 하루 후회 하지만 정도,-1.0
780,기부 전통 시장 조속 수해 복구 정책 역량 총동원 집중호우 피해 입은 수도권 지역 전통 시장 조속 영업 재개 위해 금융 시설 복구,-1.0
781,모닝 비기 그쳐서 다행 해피 하루 되세요,NaN
782,어느 개방 거지 홍대광 심부름 화산 달려왔음 지금 강남 도움 받았던 마을 양민 사패련 공격 받았다고 정파 무시 했으니 급히 우맹 지원 요청 바란다고,1.0
783,셀리 느님 침착한 나레이션 덕분 웃겨 춰요,NaN
784,다행 잔기침 졸린거 빼고 있어요 싶다,NaN
785,우리 인피니트 톡방 얘기 보면 하고 싶은게 많더라구요 하고싶어 하는 많고 이런 멤버 마음 감사 드립니다 진짜 인피니트 건강하게 보자,1.0
786,페이 회당 스폰 문의 주세요 서울 회사 다니고 있어서 평일 불가합니다 중반 본가 전주 입니다 원하시면 차량 지원 가능하고 금토일 가능합니다 편하,NaN
787,가물어 있는 우퍼 부으면 백퍼 산사태 대본 멍청이 썼냐,-1.0
788,감사 드려요 베어 뮤지컬 베어 교환 회차 교환 윤석호 윤승우 한결 박상준 박슬기 김경민 중블 오른쪽 중블 왼쪽,1.0
789,아산시 신정호 야외 음악당 열리는 페스티벌 국카스텐 초청 공연 펼칩니다 무료 입장 진행 예정 여러분 많은 관심 참여 부탁드립니다 국카스텐,NaN
790,팔로우 해주시 모든 감사 드립니다 보답 의미 작품 준비 했습니다 혹시 가지 싶으신 계실까,1.0
791,아이 나나 일곱 다행 이었으면 일곱 아니야 질문 길게 설명 하다가 고가 빡쳐서 묻었어라고 하는 사태 벌어지지 않음,NaN
792,시발 소리 이용 다행 뿌뿌 국붘 였다고,NaN
793,예상 되던 비구름 형성 되지 않거나 위치 이탈 해서 대량 담수 유입 멈추면 다행 시나리오 모두 일어나지 않게 입니다 하지만 까딱 잘못 해서 비구름 계속 있었으면 내일 정말 무슨 일이,-1.0
794,사랑 우정 이별 추억 감사 행복한 마음 희망 모든 느낌 다양한 장르 통해 생생히 느껴지는 명반 트랙 티리톰바,1.0
795,사실 영상 자체 뭔가 기억 안나 갑자기 탈출 노예 잡으러 댕기 힙합 노래 처럼 처절하고 어쩌구 그런 싶엇다,-1.0
796,우리 그이 당장 쫓겨날 모르고 있으니 다행 해야 하나 대리 구매 종로 가연 어플 놀아 났다는 생각 그냥 당장,NaN
797,인스타 스토리 올린지 기억 못햇 는데 올라와있길래 생각 비타 피는거 찍은 기억 있어서 실수 올렸나 생각 쫄았는데 다른거였다 다행,-1.0
798,최고 탈출 마술사 후디니 지옥 돌아옵니다,0.0
799,최예나 엠카운트다운 공개방송 참여 명단 안내 생방송 최예나 예나 스마트폰,NaN
800,래빈 행복해서 다행 자기 행복한게 미안해서 말못하는 사랑,1.0
801,그래 찬다는 뜻이겟 다행 소중해,NaN
802,진짜 정권 바뀔 지랄 대표 캐릭터 슬로건 로고 온갖 홍보물 조물 전부 교체 하는데 드는 비용 인력 지겨워 죽겠어,NaN
